"","Id","ActivityHour","TotalIntensity","AverageIntensity"
"2573",1844505072,2016-04-29 03:00:00,0,0
"2574",1844505072,2016-04-29 04:00:00,0,0
"2575",1844505072,2016-04-29 05:00:00,0,0
"2576",1844505072,2016-04-29 06:00:00,0,0
"2577",1844505072,2016-04-29 07:00:00,0,0
"2578",1844505072,2016-04-29 08:00:00,0,0
"2579",1844505072,2016-04-29 09:00:00,11,0.183333
"2580",1844505072,2016-04-29 10:00:00,25,0.416667
"2581",1844505072,2016-04-29 11:00:00,36,0.6
"2582",1844505072,2016-04-29 12:00:00,2,0.033333
"2583",1844505072,2016-04-29 13:00:00,0,0
"2584",1844505072,2016-04-29 14:00:00,18,0.3
"2585",1844505072,2016-04-29 15:00:00,2,0.033333
"2586",1844505072,2016-04-29 16:00:00,7,0.116667
"2587",1844505072,2016-04-29 17:00:00,13,0.216667
"2588",1844505072,2016-04-29 18:00:00,24,0.4
"2589",1844505072,2016-04-29 19:00:00,18,0.3
"2590",1844505072,2016-04-29 20:00:00,29,0.483333
"2591",1844505072,2016-04-29 21:00:00,10,0.166667
"2592",1844505072,2016-04-29 22:00:00,28,0.466667
"2593",1844505072,2016-04-29 23:00:00,9,0.15
"2594",1844505072,2016-04-30 00:00:00,0,0
"2595",1844505072,2016-04-30 01:00:00,0,0
"2596",1844505072,2016-04-30 02:00:00,0,0
"2597",1844505072,2016-04-30 03:00:00,0,0
"2598",1844505072,2016-04-30 04:00:00,0,0
"2599",1844505072,2016-04-30 05:00:00,0,0
"2600",1844505072,2016-04-30 06:00:00,0,0
"2601",1844505072,2016-04-30 07:00:00,0,0
"2602",1844505072,2016-04-30 08:00:00,0,0
"2603",1844505072,2016-04-30 09:00:00,0,0
"2604",1844505072,2016-04-30 10:00:00,22,0.366667
"2605",1844505072,2016-04-30 11:00:00,27,0.45
"2606",1844505072,2016-04-30 12:00:00,28,0.466667
"2607",1844505072,2016-04-30 13:00:00,0,0
"2608",1844505072,2016-04-30 14:00:00,6,0.1
"2609",1844505072,2016-04-30 15:00:00,16,0.266667
"2610",1844505072,2016-04-30 16:00:00,4,0.066667
"2611",1844505072,2016-04-30 17:00:00,11,0.183333
"2612",1844505072,2016-04-30 18:00:00,12,0.2
"2613",1844505072,2016-04-30 19:00:00,6,0.1
"2614",1844505072,2016-04-30 20:00:00,10,0.166667
"2615",1844505072,2016-04-30 21:00:00,13,0.216667
"2616",1844505072,2016-04-30 22:00:00,16,0.266667
"2617",1844505072,2016-04-30 23:00:00,13,0.216667
"2618",1844505072,2016-05-01 00:00:00,39,0.65
"2619",1844505072,2016-05-01 01:00:00,22,0.366667
"2620",1844505072,2016-05-01 02:00:00,25,0.416667
"2621",1844505072,2016-05-01 03:00:00,3,0.05
"2622",1844505072,2016-05-01 04:00:00,0,0
"2623",1844505072,2016-05-01 05:00:00,0,0
"2624",1844505072,2016-05-01 06:00:00,0,0
"2625",1844505072,2016-05-01 07:00:00,0,0
"2626",1844505072,2016-05-01 08:00:00,0,0
"2627",1844505072,2016-05-01 09:00:00,0,0
"2628",1844505072,2016-05-01 10:00:00,0,0
"2629",1844505072,2016-05-01 11:00:00,0,0
"2630",1844505072,2016-05-01 12:00:00,0,0
"2631",1844505072,2016-05-01 13:00:00,0,0
"2632",1844505072,2016-05-01 14:00:00,0,0
"2633",1844505072,2016-05-01 15:00:00,0,0
"2634",1844505072,2016-05-01 16:00:00,0,0
"2635",1844505072,2016-05-01 17:00:00,0,0
"2636",1844505072,2016-05-01 18:00:00,0,0
"2637",1844505072,2016-05-01 19:00:00,0,0
"2638",1844505072,2016-05-01 20:00:00,0,0
"2639",1844505072,2016-05-01 21:00:00,0,0
"2640",1844505072,2016-05-01 22:00:00,0,0
"2641",1844505072,2016-05-01 23:00:00,0,0
"2642",1844505072,2016-05-02 00:00:00,0,0
"2643",1844505072,2016-05-02 01:00:00,0,0
"2644",1844505072,2016-05-02 02:00:00,0,0
"2645",1844505072,2016-05-02 03:00:00,0,0
"2646",1844505072,2016-05-02 04:00:00,0,0
"2647",1844505072,2016-05-02 05:00:00,0,0
"2648",1844505072,2016-05-02 06:00:00,0,0
"2649",1844505072,2016-05-02 07:00:00,0,0
"2650",1844505072,2016-05-02 08:00:00,0,0
"2651",1844505072,2016-05-02 09:00:00,0,0
"2652",1844505072,2016-05-02 10:00:00,0,0
"2653",1844505072,2016-05-02 11:00:00,0,0
"2654",1844505072,2016-05-02 12:00:00,0,0
"2655",1844505072,2016-05-02 13:00:00,0,0
"2656",1844505072,2016-05-02 14:00:00,0,0
"2657",1844505072,2016-05-02 15:00:00,0,0
"2658",1844505072,2016-05-02 16:00:00,0,0
"2659",1844505072,2016-05-02 17:00:00,0,0
"2660",1844505072,2016-05-02 18:00:00,0,0
"2661",1844505072,2016-05-02 19:00:00,0,0
"2662",1844505072,2016-05-02 20:00:00,0,0
"2663",1844505072,2016-05-02 21:00:00,0,0
"2664",1844505072,2016-05-02 22:00:00,0,0
"2665",1844505072,2016-05-02 23:00:00,0,0
"2666",1844505072,2016-05-03 00:00:00,0,0
"2667",1844505072,2016-05-03 01:00:00,0,0
"2668",1844505072,2016-05-03 02:00:00,0,0
"2669",1844505072,2016-05-03 03:00:00,0,0
"2670",1844505072,2016-05-03 04:00:00,0,0
"2671",1844505072,2016-05-03 05:00:00,0,0
"2672",1844505072,2016-05-03 06:00:00,0,0
"2673",1844505072,2016-05-03 07:00:00,0,0
"2674",1844505072,2016-05-03 08:00:00,0,0
"2675",1844505072,2016-05-03 09:00:00,0,0
"2676",1844505072,2016-05-03 10:00:00,18,0.3
"2677",1844505072,2016-05-03 11:00:00,26,0.433333
"2678",1844505072,2016-05-03 12:00:00,20,0.333333
"2679",1844505072,2016-05-03 13:00:00,4,0.066667
"2680",1844505072,2016-05-03 14:00:00,32,0.533333
"2681",1844505072,2016-05-03 15:00:00,3,0.05
"2682",1844505072,2016-05-03 16:00:00,1,0.016667
"2683",1844505072,2016-05-03 17:00:00,25,0.416667
"2684",1844505072,2016-05-03 18:00:00,3,0.05
"2685",1844505072,2016-05-03 19:00:00,15,0.25
"2686",1844505072,2016-05-03 20:00:00,19,0.316667
"2687",1844505072,2016-05-03 21:00:00,11,0.183333
"2688",1844505072,2016-05-03 22:00:00,3,0.05
"2689",1844505072,2016-05-03 23:00:00,4,0.066667
"2690",1844505072,2016-05-04 00:00:00,0,0
"2691",1844505072,2016-05-04 01:00:00,0,0
"2692",1844505072,2016-05-04 02:00:00,0,0
"2693",1844505072,2016-05-04 03:00:00,0,0
"2694",1844505072,2016-05-04 04:00:00,0,0
"2695",1844505072,2016-05-04 05:00:00,0,0
"2696",1844505072,2016-05-04 06:00:00,0,0
"2697",1844505072,2016-05-04 07:00:00,0,0
"2698",1844505072,2016-05-04 08:00:00,0,0
"2699",1844505072,2016-05-04 09:00:00,0,0
"2700",1844505072,2016-05-04 10:00:00,4,0.066667
"2701",1844505072,2016-05-04 11:00:00,29,0.483333
"2702",1844505072,2016-05-04 12:00:00,14,0.233333
"2703",1844505072,2016-05-04 13:00:00,12,0.2
"2704",1844505072,2016-05-04 14:00:00,1,0.016667
"2705",1844505072,2016-05-04 15:00:00,16,0.266667
"2706",1844505072,2016-05-04 16:00:00,11,0.183333
"2707",1844505072,2016-05-04 17:00:00,0,0
"2708",1844505072,2016-05-04 18:00:00,0,0
"2709",1844505072,2016-05-04 19:00:00,0,0
"2710",1844505072,2016-05-04 20:00:00,0,0
"2711",1844505072,2016-05-04 21:00:00,0,0
"2712",1844505072,2016-05-04 22:00:00,0,0
"2713",1844505072,2016-05-04 23:00:00,0,0
"2714",1844505072,2016-05-05 00:00:00,0,0
"2715",1844505072,2016-05-05 01:00:00,0,0
"2716",1844505072,2016-05-05 02:00:00,0,0
"2717",1844505072,2016-05-05 03:00:00,0,0
"2718",1844505072,2016-05-05 04:00:00,0,0
"2719",1844505072,2016-05-05 05:00:00,0,0
"2720",1844505072,2016-05-05 06:00:00,0,0
"2721",1844505072,2016-05-05 07:00:00,0,0
"2722",1844505072,2016-05-05 08:00:00,0,0
"2723",1844505072,2016-05-05 09:00:00,0,0
"2724",1844505072,2016-05-05 10:00:00,8,0.133333
"2725",1844505072,2016-05-05 11:00:00,26,0.433333
"2726",1844505072,2016-05-05 12:00:00,10,0.166667
"2727",1844505072,2016-05-05 13:00:00,22,0.366667
"2728",1844505072,2016-05-05 14:00:00,27,0.45
"2729",1844505072,2016-05-05 15:00:00,27,0.45
"2730",1844505072,2016-05-05 16:00:00,0,0
"2731",1844505072,2016-05-05 17:00:00,0,0
"2732",1844505072,2016-05-05 18:00:00,0,0
"2733",1844505072,2016-05-05 19:00:00,0,0
"2734",1844505072,2016-05-05 20:00:00,0,0
"2735",1844505072,2016-05-05 21:00:00,0,0
"2736",1844505072,2016-05-05 22:00:00,0,0
"2737",1844505072,2016-05-05 23:00:00,0,0
"2738",1844505072,2016-05-06 00:00:00,0,0
"2739",1844505072,2016-05-06 01:00:00,0,0
"2740",1844505072,2016-05-06 02:00:00,0,0
"2741",1844505072,2016-05-06 03:00:00,0,0
"2742",1844505072,2016-05-06 04:00:00,0,0
"2743",1844505072,2016-05-06 05:00:00,0,0
"2744",1844505072,2016-05-06 06:00:00,0,0
"2745",1844505072,2016-05-06 07:00:00,0,0
"2746",1844505072,2016-05-06 08:00:00,0,0
"2747",1844505072,2016-05-06 09:00:00,0,0
"2748",1844505072,2016-05-06 10:00:00,0,0
"2749",1844505072,2016-05-06 11:00:00,0,0
"2750",1844505072,2016-05-06 12:00:00,0,0
"2751",1844505072,2016-05-06 13:00:00,0,0
"2752",1844505072,2016-05-06 14:00:00,0,0
"2753",1844505072,2016-05-06 15:00:00,0,0
"2754",1844505072,2016-05-06 16:00:00,0,0
"2755",1844505072,2016-05-06 17:00:00,0,0
"2756",1844505072,2016-05-06 18:00:00,0,0
"2757",1844505072,2016-05-06 19:00:00,2,0.033333
"2758",1844505072,2016-05-06 20:00:00,0,0
"2759",1844505072,2016-05-06 21:00:00,0,0
"2760",1844505072,2016-05-06 22:00:00,0,0
"2761",1844505072,2016-05-06 23:00:00,0,0
"2762",1844505072,2016-05-07 00:00:00,0,0
"2763",1844505072,2016-05-07 01:00:00,0,0
"2764",1844505072,2016-05-07 02:00:00,0,0
"2765",1844505072,2016-05-07 03:00:00,0,0
"2766",1844505072,2016-05-07 04:00:00,0,0
"2767",1844505072,2016-05-07 05:00:00,0,0
"2768",1844505072,2016-05-07 06:00:00,0,0
"2769",1844505072,2016-05-07 07:00:00,0,0
"2770",1844505072,2016-05-07 08:00:00,0,0
"2771",1844505072,2016-05-07 09:00:00,0,0
"2772",1844505072,2016-05-07 10:00:00,0,0
"2773",1844505072,2016-05-07 11:00:00,0,0
"2774",1844505072,2016-05-07 12:00:00,0,0
"2775",1844505072,2016-05-07 13:00:00,0,0
"2776",1844505072,2016-05-07 14:00:00,0,0
"2777",1844505072,2016-05-07 15:00:00,0,0
"2778",1844505072,2016-05-07 16:00:00,0,0
"2779",1844505072,2016-05-07 17:00:00,0,0
"2780",1844505072,2016-05-07 18:00:00,0,0
"2781",1844505072,2016-05-07 19:00:00,0,0
"2782",1844505072,2016-05-07 20:00:00,0,0
"2783",1844505072,2016-05-07 21:00:00,0,0
"2784",1844505072,2016-05-07 22:00:00,0,0
"2785",1844505072,2016-05-07 23:00:00,0,0
"2786",1844505072,2016-05-08 00:00:00,0,0
"2787",1844505072,2016-05-08 01:00:00,0,0
"2788",1844505072,2016-05-08 02:00:00,0,0
"2789",1844505072,2016-05-08 03:00:00,0,0
"2790",1844505072,2016-05-08 04:00:00,0,0
"2791",1844505072,2016-05-08 05:00:00,0,0
"2792",1844505072,2016-05-08 06:00:00,0,0
"2793",1844505072,2016-05-08 07:00:00,0,0
"2794",1844505072,2016-05-08 08:00:00,0,0
"2795",1844505072,2016-05-08 09:00:00,0,0
"2796",1844505072,2016-05-08 10:00:00,0,0
"2797",1844505072,2016-05-08 11:00:00,0,0
"2798",1844505072,2016-05-08 12:00:00,0,0
"2799",1844505072,2016-05-08 13:00:00,0,0
"2800",1844505072,2016-05-08 14:00:00,0,0
"2801",1844505072,2016-05-08 15:00:00,0,0
"2802",1844505072,2016-05-08 16:00:00,0,0
"2803",1844505072,2016-05-08 17:00:00,0,0
"2804",1844505072,2016-05-08 18:00:00,0,0
"2805",1844505072,2016-05-08 19:00:00,0,0
"2806",1844505072,2016-05-08 20:00:00,0,0
"2807",1844505072,2016-05-08 21:00:00,0,0
"2808",1844505072,2016-05-08 22:00:00,0,0
"2809",1844505072,2016-05-08 23:00:00,0,0
"2810",1844505072,2016-05-09 00:00:00,0,0
"2811",1844505072,2016-05-09 01:00:00,0,0
"2812",1844505072,2016-05-09 02:00:00,0,0
"2813",1844505072,2016-05-09 03:00:00,0,0
"2814",1844505072,2016-05-09 04:00:00,0,0
"2815",1844505072,2016-05-09 05:00:00,0,0
"2816",1844505072,2016-05-09 06:00:00,0,0
"2817",1844505072,2016-05-09 07:00:00,0,0
"2818",1844505072,2016-05-09 08:00:00,0,0
"2819",1844505072,2016-05-09 09:00:00,0,0
"2820",1844505072,2016-05-09 10:00:00,0,0
"2821",1844505072,2016-05-09 11:00:00,0,0
"2822",1844505072,2016-05-09 12:00:00,0,0
"2823",1844505072,2016-05-09 13:00:00,0,0
"2824",1844505072,2016-05-09 14:00:00,0,0
"2825",1844505072,2016-05-09 15:00:00,0,0
"2826",1844505072,2016-05-09 16:00:00,0,0
"2827",1844505072,2016-05-09 17:00:00,0,0
"2828",1844505072,2016-05-09 18:00:00,0,0
"2829",1844505072,2016-05-09 19:00:00,0,0
"2830",1844505072,2016-05-09 20:00:00,0,0
"2831",1844505072,2016-05-09 21:00:00,0,0
"2832",1844505072,2016-05-09 22:00:00,0,0
"2833",1844505072,2016-05-09 23:00:00,0,0
"2834",1844505072,2016-05-10 00:00:00,0,0
"2835",1844505072,2016-05-10 01:00:00,0,0
"2836",1844505072,2016-05-10 02:00:00,0,0
"2837",1844505072,2016-05-10 03:00:00,0,0
"2838",1844505072,2016-05-10 04:00:00,0,0
"2839",1844505072,2016-05-10 05:00:00,0,0
"2840",1844505072,2016-05-10 06:00:00,0,0
"2841",1844505072,2016-05-10 07:00:00,0,0
"2842",1844505072,2016-05-10 08:00:00,0,0
"2843",1844505072,2016-05-10 09:00:00,0,0
"2844",1844505072,2016-05-10 10:00:00,0,0
"2845",1844505072,2016-05-10 11:00:00,0,0
"2846",1844505072,2016-05-10 12:00:00,0,0
"2847",1844505072,2016-05-10 13:00:00,0,0
"2848",1844505072,2016-05-10 14:00:00,0,0
"2849",1844505072,2016-05-10 15:00:00,0,0
"2850",1844505072,2016-05-10 16:00:00,0,0
"2851",1844505072,2016-05-10 17:00:00,0,0
"2852",1844505072,2016-05-10 18:00:00,0,0
"2853",1844505072,2016-05-10 19:00:00,0,0
"2854",1844505072,2016-05-10 20:00:00,0,0
"2855",1844505072,2016-05-10 21:00:00,0,0
"2856",1844505072,2016-05-10 22:00:00,0,0
"2857",1844505072,2016-05-10 23:00:00,0,0
"2858",1844505072,2016-05-11 00:00:00,0,0
"2859",1844505072,2016-05-11 01:00:00,0,0
"2860",1844505072,2016-05-11 02:00:00,0,0
"2861",1844505072,2016-05-11 03:00:00,0,0
"2862",1844505072,2016-05-11 04:00:00,0,0
"2863",1844505072,2016-05-11 05:00:00,0,0
"2864",1844505072,2016-05-11 06:00:00,0,0
"2865",1844505072,2016-05-11 07:00:00,0,0
"2866",1844505072,2016-05-11 08:00:00,0,0
"2867",1844505072,2016-05-11 09:00:00,0,0
"2868",1844505072,2016-05-11 10:00:00,0,0
"2869",1844505072,2016-05-11 11:00:00,0,0
"2870",1844505072,2016-05-11 12:00:00,0,0
"2871",1844505072,2016-05-11 13:00:00,0,0
"2872",1844505072,2016-05-11 14:00:00,0,0
"2873",1844505072,2016-05-11 15:00:00,0,0
"2874",1844505072,2016-05-11 16:00:00,0,0
"2875",1844505072,2016-05-11 17:00:00,0,0
"2876",1844505072,2016-05-11 18:00:00,0,0
"2877",1844505072,2016-05-11 19:00:00,0,0
"2878",1844505072,2016-05-11 20:00:00,0,0
"2879",1844505072,2016-05-11 21:00:00,0,0
"2880",1844505072,2016-05-11 22:00:00,0,0
"2881",1844505072,2016-05-11 23:00:00,0,0
"2882",1844505072,2016-05-12 00:00:00,0,0
"2883",1844505072,2016-05-12 01:00:00,0,0
"2884",1844505072,2016-05-12 02:00:00,0,0
"2885",1844505072,2016-05-12 03:00:00,0,0
"2886",1844505072,2016-05-12 04:00:00,0,0
"2887",1844505072,2016-05-12 05:00:00,0,0
"2888",1844505072,2016-05-12 06:00:00,0,0
"2889",1844505072,2016-05-12 07:00:00,0,0
"2890",1844505072,2016-05-12 08:00:00,0,0
"2891",1844505072,2016-05-12 09:00:00,0,0
"2892",1844505072,2016-05-12 10:00:00,0,0
"2893",1927972279,2016-04-12 00:00:00,0,0
"2894",1927972279,2016-04-12 01:00:00,0,0
"2895",1927972279,2016-04-12 02:00:00,0,0
"2896",1927972279,2016-04-12 03:00:00,0,0
"2897",1927972279,2016-04-12 04:00:00,1,0.016667
"2898",1927972279,2016-04-12 05:00:00,0,0
"2899",1927972279,2016-04-12 06:00:00,2,0.033333
"2900",1927972279,2016-04-12 07:00:00,0,0
"2901",1927972279,2016-04-12 08:00:00,0,0
"2902",1927972279,2016-04-12 09:00:00,0,0
"2903",1927972279,2016-04-12 10:00:00,0,0
"2904",1927972279,2016-04-12 11:00:00,2,0.033333
"2905",1927972279,2016-04-12 12:00:00,0,0
"2906",1927972279,2016-04-12 13:00:00,0,0
"2907",1927972279,2016-04-12 14:00:00,9,0.15
"2908",1927972279,2016-04-12 15:00:00,2,0.033333
"2909",1927972279,2016-04-12 16:00:00,5,0.083333
"2910",1927972279,2016-04-12 17:00:00,13,0.216667
"2911",1927972279,2016-04-12 18:00:00,0,0
"2912",1927972279,2016-04-12 19:00:00,2,0.033333
"2913",1927972279,2016-04-12 20:00:00,4,0.066667
"2914",1927972279,2016-04-12 21:00:00,9,0.15
"2915",1927972279,2016-04-12 22:00:00,3,0.05
"2916",1927972279,2016-04-12 23:00:00,3,0.05
"2917",1927972279,2016-04-13 00:00:00,1,0.016667
"2918",1927972279,2016-04-13 01:00:00,2,0.033333
"2919",1927972279,2016-04-13 02:00:00,2,0.033333
"2920",1927972279,2016-04-13 03:00:00,0,0
"2921",1927972279,2016-04-13 04:00:00,2,0.033333
"2922",1927972279,2016-04-13 05:00:00,0,0
"2923",1927972279,2016-04-13 06:00:00,0,0
"2924",1927972279,2016-04-13 07:00:00,0,0
"2925",1927972279,2016-04-13 08:00:00,0,0
"2926",1927972279,2016-04-13 09:00:00,6,0.1
"2927",1927972279,2016-04-13 10:00:00,0,0
"2928",1927972279,2016-04-13 11:00:00,1,0.016667
"2929",1927972279,2016-04-13 12:00:00,0,0
"2930",1927972279,2016-04-13 13:00:00,0,0
"2931",1927972279,2016-04-13 14:00:00,0,0
"2932",1927972279,2016-04-13 15:00:00,0,0
"2933",1927972279,2016-04-13 16:00:00,0,0
"2934",1927972279,2016-04-13 17:00:00,9,0.15
"2935",1927972279,2016-04-13 18:00:00,9,0.15
"2936",1927972279,2016-04-13 19:00:00,0,0
"2937",1927972279,2016-04-13 20:00:00,0,0
"2938",1927972279,2016-04-13 21:00:00,0,0
"2939",1927972279,2016-04-13 22:00:00,0,0
"2940",1927972279,2016-04-13 23:00:00,0,0
"2941",1927972279,2016-04-14 00:00:00,0,0
"2942",1927972279,2016-04-14 01:00:00,0,0
"2943",1927972279,2016-04-14 02:00:00,0,0
"2944",1927972279,2016-04-14 03:00:00,0,0
"2945",1927972279,2016-04-14 04:00:00,0,0
"2946",1927972279,2016-04-14 05:00:00,0,0
"2947",1927972279,2016-04-14 06:00:00,0,0
"2948",1927972279,2016-04-14 07:00:00,0,0
"2949",1927972279,2016-04-14 08:00:00,0,0
"2950",1927972279,2016-04-14 09:00:00,0,0
"2951",1927972279,2016-04-14 10:00:00,0,0
"2952",1927972279,2016-04-14 11:00:00,0,0
"2953",1927972279,2016-04-14 12:00:00,0,0
"2954",1927972279,2016-04-14 13:00:00,0,0
"2955",1927972279,2016-04-14 14:00:00,2,0.033333
"2956",1927972279,2016-04-14 15:00:00,34,0.566667
"2957",1927972279,2016-04-14 16:00:00,20,0.333333
"2958",1927972279,2016-04-14 17:00:00,19,0.316667
"2959",1927972279,2016-04-14 18:00:00,10,0.166667
"2960",1927972279,2016-04-14 19:00:00,7,0.116667
"2961",1927972279,2016-04-14 20:00:00,4,0.066667
"2962",1927972279,2016-04-14 21:00:00,5,0.083333
"2963",1927972279,2016-04-14 22:00:00,4,0.066667
"2964",1927972279,2016-04-14 23:00:00,1,0.016667
"2965",1927972279,2016-04-15 00:00:00,1,0.016667
"2966",1927972279,2016-04-15 01:00:00,0,0
"2967",1927972279,2016-04-15 02:00:00,0,0
"2968",1927972279,2016-04-15 03:00:00,0,0
"2969",1927972279,2016-04-15 04:00:00,5,0.083333
"2970",1927972279,2016-04-15 05:00:00,0,0
"2971",1927972279,2016-04-15 06:00:00,0,0
"2972",1927972279,2016-04-15 07:00:00,0,0
"2973",1927972279,2016-04-15 08:00:00,0,0
"2974",1927972279,2016-04-15 09:00:00,17,0.283333
"2975",1927972279,2016-04-15 10:00:00,3,0.05
"2976",1927972279,2016-04-15 11:00:00,19,0.316667
"2977",1927972279,2016-04-15 12:00:00,6,0.1
"2978",1927972279,2016-04-15 13:00:00,0,0
"2979",1927972279,2016-04-15 14:00:00,0,0
"2980",1927972279,2016-04-15 15:00:00,0,0
"2981",1927972279,2016-04-15 16:00:00,0,0
"2982",1927972279,2016-04-15 17:00:00,0,0
"2983",1927972279,2016-04-15 18:00:00,0,0
"2984",1927972279,2016-04-15 19:00:00,0,0
"2985",1927972279,2016-04-15 20:00:00,0,0
"2986",1927972279,2016-04-15 21:00:00,0,0
"2987",1927972279,2016-04-15 22:00:00,0,0
"2988",1927972279,2016-04-15 23:00:00,0,0
"2989",1927972279,2016-04-16 00:00:00,0,0
"2990",1927972279,2016-04-16 01:00:00,0,0
"2991",1927972279,2016-04-16 02:00:00,0,0
"2992",1927972279,2016-04-16 03:00:00,0,0
"2993",1927972279,2016-04-16 04:00:00,0,0
"2994",1927972279,2016-04-16 05:00:00,0,0
"2995",1927972279,2016-04-16 06:00:00,0,0
"2996",1927972279,2016-04-16 07:00:00,0,0
"2997",1927972279,2016-04-16 08:00:00,0,0
"2998",1927972279,2016-04-16 09:00:00,0,0
"2999",1927972279,2016-04-16 10:00:00,0,0
"3000",1927972279,2016-04-16 11:00:00,0,0
"3001",1927972279,2016-04-16 12:00:00,0,0
"3002",1927972279,2016-04-16 13:00:00,0,0
"3003",1927972279,2016-04-16 14:00:00,0,0
"3004",1927972279,2016-04-16 15:00:00,0,0
"3005",1927972279,2016-04-16 16:00:00,0,0
"3006",1927972279,2016-04-16 17:00:00,0,0
"3007",1927972279,2016-04-16 18:00:00,0,0
"3008",1927972279,2016-04-16 19:00:00,0,0
"3009",1927972279,2016-04-16 20:00:00,0,0
"3010",1927972279,2016-04-16 21:00:00,0,0
"3011",1927972279,2016-04-16 22:00:00,0,0
"3012",1927972279,2016-04-16 23:00:00,0,0
"3013",1927972279,2016-04-17 00:00:00,0,0
"3014",1927972279,2016-04-17 01:00:00,0,0
"3015",1927972279,2016-04-17 02:00:00,0,0
"3016",1927972279,2016-04-17 03:00:00,0,0
"3017",1927972279,2016-04-17 04:00:00,0,0
"3018",1927972279,2016-04-17 05:00:00,0,0
"3019",1927972279,2016-04-17 06:00:00,0,0
"3020",1927972279,2016-04-17 07:00:00,0,0
"3021",1927972279,2016-04-17 08:00:00,0,0
"3022",1927972279,2016-04-17 09:00:00,0,0
"3023",1927972279,2016-04-17 10:00:00,0,0
"3024",1927972279,2016-04-17 11:00:00,0,0
"3025",1927972279,2016-04-17 12:00:00,0,0
"3026",1927972279,2016-04-17 13:00:00,0,0
"3027",1927972279,2016-04-17 14:00:00,0,0
"3028",1927972279,2016-04-17 15:00:00,0,0
"3029",1927972279,2016-04-17 16:00:00,0,0
"3030",1927972279,2016-04-17 17:00:00,0,0
"3031",1927972279,2016-04-17 18:00:00,0,0
"3032",1927972279,2016-04-17 19:00:00,0,0
"3033",1927972279,2016-04-17 20:00:00,0,0
"3034",1927972279,2016-04-17 21:00:00,0,0
"3035",1927972279,2016-04-17 22:00:00,0,0
"3036",1927972279,2016-04-17 23:00:00,0,0
"3037",1927972279,2016-04-18 00:00:00,0,0
"3038",1927972279,2016-04-18 01:00:00,0,0
"3039",1927972279,2016-04-18 02:00:00,0,0
"3040",1927972279,2016-04-18 03:00:00,0,0
"3041",1927972279,2016-04-18 04:00:00,0,0
"3042",1927972279,2016-04-18 05:00:00,0,0
"3043",1927972279,2016-04-18 06:00:00,0,0
"3044",1927972279,2016-04-18 07:00:00,0,0
"3045",1927972279,2016-04-18 08:00:00,0,0
"3046",1927972279,2016-04-18 09:00:00,0,0
"3047",1927972279,2016-04-18 10:00:00,0,0
"3048",1927972279,2016-04-18 11:00:00,10,0.166667
"3049",1927972279,2016-04-18 12:00:00,7,0.116667
"3050",1927972279,2016-04-18 13:00:00,0,0
"3051",1927972279,2016-04-18 14:00:00,0,0
"3052",1927972279,2016-04-18 15:00:00,0,0
"3053",1927972279,2016-04-18 16:00:00,0,0
"3054",1927972279,2016-04-18 17:00:00,0,0
"3055",1927972279,2016-04-18 18:00:00,0,0
"3056",1927972279,2016-04-18 19:00:00,0,0
"3057",1927972279,2016-04-18 20:00:00,0,0
"3058",1927972279,2016-04-18 21:00:00,0,0
"3059",1927972279,2016-04-18 22:00:00,0,0
"3060",1927972279,2016-04-18 23:00:00,0,0
"3061",1927972279,2016-04-19 00:00:00,0,0
"3062",1927972279,2016-04-19 01:00:00,0,0
"3063",1927972279,2016-04-19 02:00:00,0,0
"3064",1927972279,2016-04-19 03:00:00,0,0
"3065",1927972279,2016-04-19 04:00:00,0,0
"3066",1927972279,2016-04-19 05:00:00,0,0
"3067",1927972279,2016-04-19 06:00:00,0,0
"3068",1927972279,2016-04-19 07:00:00,0,0
"3069",1927972279,2016-04-19 08:00:00,0,0
"3070",1927972279,2016-04-19 09:00:00,0,0
"3071",1927972279,2016-04-19 10:00:00,0,0
"3072",1927972279,2016-04-19 11:00:00,0,0
"3073",1927972279,2016-04-19 12:00:00,0,0
"3074",1927972279,2016-04-19 13:00:00,0,0
"3075",1927972279,2016-04-19 14:00:00,0,0
"3076",1927972279,2016-04-19 15:00:00,0,0
"3077",1927972279,2016-04-19 16:00:00,0,0
"3078",1927972279,2016-04-19 17:00:00,0,0
"3079",1927972279,2016-04-19 18:00:00,0,0
"3080",1927972279,2016-04-19 19:00:00,0,0
"3081",1927972279,2016-04-19 20:00:00,0,0
"3082",1927972279,2016-04-19 21:00:00,0,0
"3083",1927972279,2016-04-19 22:00:00,0,0
"3084",1927972279,2016-04-19 23:00:00,0,0
"3085",1927972279,2016-04-20 00:00:00,0,0
"3086",1927972279,2016-04-20 01:00:00,0,0
"3087",1927972279,2016-04-20 02:00:00,0,0
"3088",1927972279,2016-04-20 03:00:00,0,0
"3089",1927972279,2016-04-20 04:00:00,0,0
"3090",1927972279,2016-04-20 05:00:00,0,0
"3091",1927972279,2016-04-20 06:00:00,0,0
"3092",1927972279,2016-04-20 07:00:00,0,0
"3093",1927972279,2016-04-20 08:00:00,0,0
"3094",1927972279,2016-04-20 09:00:00,0,0
"3095",1927972279,2016-04-20 10:00:00,0,0
"3096",1927972279,2016-04-20 11:00:00,0,0
"3097",1927972279,2016-04-20 12:00:00,0,0
"3098",1927972279,2016-04-20 13:00:00,0,0
"3099",1927972279,2016-04-20 14:00:00,0,0
